titleNorwegian,titleEnglish,genre,CEFR,norwegian,english
På museumsbesøk,Visiting a Museum,monologue,A1,"I dag går jeg til museet. Jeg liker museer fordi de er interessante. På museet ser jeg mange ting. Jeg ser gamle malerier og store statuer. Jeg ser også en gammel stol. Den er fra 1800-tallet. Det er mange mennesker her i dag. Noen tar bilder, men jeg bare ser. Jeg lærer om historie. Jeg leser små tekster ved siden av tingene. Jeg forstår ikke alt, men det går fint. Etterpå går jeg til kaféen. Jeg kjøper en kaffe og en liten kake. Det smaker godt. Jeg liker å gå på museum. Det er en fin dag.","Today I go to the museum. I like museums because they are interesting. In the museum I see many things. I see old paintings and big statues. I also see an old chair. It is from the 19th century. There are many people here today. Some take pictures, but I just look. I learn about history. I read small texts next to things. I don't understand everything, but it's fine. Afterwards, I go to the café. I buy a coffee and a small cake. It tastes good. I like going to the museum. It's a nice day."
Besøk på akvarium,Visiting an Aquarium,monologue,A1,,
Vulkaner,Volcanoes,science,A2,"En vulkan er et fjell som kan «spytte» ut lava, aske og gasser. Vulkaner finnes på steder der jordas plater møtes eller beveger seg. Når magma fra jordas indre kommer opp til overflaten, kaller vi det et vulkanutbrudd. Mange vulkaner er rolige i lange perioder. Men noen ganger kan de våkne og bli farlige. Et utbrudd kan ødelegge natur, hus og veier. Derfor passer forskere nøye på vulkaner. De prøver å finne ut når de kan få et nytt utbrudd. Det finnes både aktive og sovende vulkaner. En aktiv vulkan kan få utbrudd snart, mens en sovende vulkan ikke har hatt utbrudd på mange år. Noen kjente vulkaner i verden er Vesuv i Italia og Fuji i Japan. Vulkaner kan være skremmende, men de lager også ny jord og landskap. Det er spennende å lære om hvordan jorda vår fungerer!","A volcano is a mountain that can spit out lava, ash and gases. Volcanoes are found in places where the Earth's plates meet or move. When magma from the Earth's interior comes to the surface, we call it a volcanic eruption. Many volcanoes are calm for long periods of time. But sometimes they can wake up and become dangerous. An eruption can destroy nature, houses and roads. That's why scientists keep a close eye on volcanoes. They try to find out when they might erupt again. There are both active and dormant volcanoes. An active volcano may erupt soon, while a dormant volcano has not erupted for many years. Some well-known volcanoes in the world are Mount Vesuvius in Italy and Mount Fuji in Japan. Volcanoes can be frightening, but they also create new soil and landscapes. It's exciting to learn about how our earth works!"
Vulkaner,Volcanoes,science,A2,,
Helgeplaner,Weekend Plans,dialogue,A2,,
Hva er skjønnhet?,What is Beauty?,philosophy,B2,,
Hva er vennlighet?,What is Kindness?,psychology,A1,,
Hva er politikk?,What is Politics?,politics,A1,,
Hva er Wi-Fi?,What is Wi-Fi?,technology,A1,,
Hvite løgner,White Lies,philosophy,C,,
Hvorfor gjør dyr oss lykkelige?,Why Do Animals Make Us Happy?,psychology,A1,,
Hvorfor jeg samler på kart,Why I Collect Maps,monologue,B2,,
Hvorfor regner det så mye i Norge?,Why Is Norway So Rainy?,science,A1,,
Hvorfor planter trenger sollys,Why Plants Need Sunlight,science,A1,,
Hvorfor himmelen er blå,Why the Sky is Blue,science,A2,,
Hvorfor vi drømmer,Why We Dream,psychology,A2,,
"Wicked, del I","Wicked, Part I",fantasy,B1,"I en magisk verden langt unna, begynner historien på et universitet i landet Oz, der to helt ulike unge kvinner møtes. Den ene, Glinda, er lys, populær og opptatt av sitt eget rykte. Den andre, Elphaba, er grønn i huden, utstøtt fra barnsben av, men med et skarpt sinn og sterke overbevisninger. De to starter som erkefiender. Glinda er overfladisk og håper å bli en fremtidig stjerne, mens Elphaba er lidenskapelig opptatt av rettferdighet og ønsker å bruke sine magiske evner til å gjøre verden bedre. De blir plassert på samme rom og tvinges til å omgås, noe som fører til en rekke småkonflikter. Men gjennom uventede hendelser begynner de å forstå hverandre bedre. Glinda ser at Elphaba har et stort hjerte, og Elphaba oppdager at Glinda har en god side bak sitt overfladiske ytre. En usannsynlig vennskap begynner å vokse. En dag får Elphaba en mulighet som forandrer alt. Hun imponerer professorene med sine magiske evner, og dette fanger oppmerksomheten til Trollmannen i Oz. Han inviterer henne til hovedstaden for å bli hans lærling. Dette er Elphabas store sjanse til å gjøre godt, og hun bestemmer seg for å reise, selv om det betyr å forlate det trygge livet hun har begynt å finne. Glinda bestemmer seg for å bli med, og de to kvinnene reiser sammen. Når de ankommer Trollmannens palass, blir Elphaba først overveldet av ære. Trollmannen er karismatisk og vennlig, og han lover henne at hun kan få alt hun noen gang har drømt om. Men når Elphaba får vite sannheten om Trollmannens makt og hvordan han misbruker den for å kontrollere Oz, føler hun seg lurt og sviktet. Hun nekter å adlyde ham og bestemmer seg for å kjempe mot hans regime. Dette valget setter henne på kant med både myndighetene og mange av innbyggerne i Oz. Glinda, som er mer opptatt av å bevare sitt gode navn, velger en annen vei. De to vennene står nå på hver sin side av konflikten, og det som en gang var et spirende vennskap, blir satt på prøve. Elphaba blir stemplet som ""Den onde heksa fra Vesten,"" og jakten på henne starter. Men er hun virkelig ond, eller er hun bare misforstått? Det er spørsmålet som henger i luften.","In a magical world far away, the story begins at a university in the land of Oz, where two very different young women meet. One, Glinda, is bright, popular and concerned with her own reputation. The other, Elphaba, is green-skinned, an outcast from childhood, but with a sharp mind and strong convictions. The two start out as arch-enemies. Glinda is superficial and hopes to become a future star, while Elphaba is passionate about justice and wants to use her magical abilities to make the world a better place. They are placed in the same room and forced to socialize, which leads to a series of petty conflicts. But through unexpected events, they begin to understand each other better. Glinda sees that Elphaba has a big heart, and Elphaba discovers that Glinda has a good side behind her superficial exterior. An unlikely friendship begins to grow. One day, Elphaba gets an opportunity that changes everything. She impresses the professors with her magical abilities and this catches the attention of the Wizard of Oz. He invites her to the capital to become his apprentice. This is Elphaba's big chance to do good and she decides to go, even if it means leaving the safe life she has begun to find. Glinda decides to come along, and the two women travel together. When they arrive at the Wizard's palace, Elphaba is at first overwhelmed with honor. The Wizard is charismatic and kind, and he promises her that she can have everything she's ever dreamed of. But when Elphaba learns the truth about the Wizard's power and how he uses it to control Oz, she feels cheated and betrayed. She refuses to obey him and decides to fight against his regime. This choice puts her at odds with both the government and many of the citizens of Oz. Glinda, more concerned with preserving her good name, chooses a different path. The two friends are now on opposite sides of the conflict, and what was once a budding friendship is put to the test. Elphaba is labeled the “Wicked Witch of the West” and the hunt for her begins. But is she really evil, or is she just misunderstood? That's the question that hangs in the air."
"Wicked, del II","Wicked, Part II",fantasy,B1,"Etter pausen fortsetter historien med Elphaba, som nå er på rømmen etter å ha blitt stemplet som ""Den onde heksen fra vest"". Hun holder seg skjult i utkanten av landet, hvor hun forsøker å forstå og kontrollere kreftene sine. Samtidig begynner hun å innse at hun må kjempe mot urettferdigheten i Oz, spesielt trollmannens regime, som ikke er så fantastisk som alle tror. Glinda, som nå har tatt rollen som en offentlig figur og prøver å være et ideal for folket, føler seg splittet. Selv om hun har fått makt og respekt, savner hun vennskapet med Elphaba. Men presset fra trollmannen og resten av samfunnet får henne til å tvile på om hun kan gjøre noe annerledes. Elphaba vender oppmerksomheten mot å redde Fiyero, som er fanget og truet på grunn av sin lojalitet til henne. I sitt forsøk på å beskytte ham bruker hun en mektig besvergelse, som viser seg å gjøre ham om til en skikkelse laget av halm – det eneste som kan sikre at han ikke føler smerte. Det er her vi forstår at han har blitt ""Fugleskremselet"". Samtidig avsløres trollmannens virkelige planer – han utnytter frykten og manipulerer innbyggerne i Oz for å beholde makten. Elphaba konfronterer ham og får vite at han faktisk er hennes biologiske far. Denne avsløringen kaster henne inn i enda dypere fortvilelse, da hun føler at alt hun har kjempet for er forgjeves. Til slutt fører en dramatisk konfrontasjon mellom Glinda og Elphaba til en slags forsoning. Selv om de står på motsatte sider, erkjenner de verdien av hverandre og minnene de deler. Elphaba forfalsker sin egen død for å slippe unna forfølgelsen, og Glinda blir igjen i Oz for å prøve å reformere landet innenfra. Historien ender med et hint om at Elphaba og Fiyero har overlevd og startet et nytt liv sammen, langt borte fra Oz. Men selv om de har funnet frihet, henger konsekvensene av alt som har skjedd som en skygge over landet og menneskene som er igjen.","After the intermission, the story continues with Elphaba, who is now on the run after being labeled “The Wicked Witch of the West”. She stays hidden on the outskirts of the country, where she tries to understand and control her powers. At the same time, she begins to realize that she must fight against the injustice of Oz, especially the Wizard's regime, which is not as wonderful as everyone thinks. Glinda, who has now taken on the role of a public figure and is trying to be an ideal for the people, feels torn. Although she has gained power and respect, she misses her friendship with Elphaba. But the pressure from the wizard and the rest of society makes her doubt whether she can do anything differently. Elphaba turns her attention to rescuing Fiyero, who is trapped and threatened because of his loyalty to her. In her attempt to protect him, she casts a powerful spell that turns him into a figure made of straw - the only thing that can ensure he feels no pain. This is where we realize that he has become “The Scarecrow”. At the same time, the wizard's real plans are revealed - he exploits fear and manipulates the people of Oz to keep his power. Elphaba confronts him and learns that he is actually her biological father. This revelation plunges her into even deeper despair, as she feels that everything she has fought for is in vain. In the end, a dramatic confrontation between Glinda and Elphaba leads to a reconciliation of sorts. Even though they are on opposite sides, they recognize the value of each other and the memories they share. Elphaba fakes her own death to escape persecution, and Glinda remains in Oz to try to reform the country from within. The story ends with a hint that Elphaba and Fiyero have survived and started a new life together, far away from Oz. But even though they have found freedom, the consequences of everything that has happened hang like a shadow over the land and the people left behind."
